,original_triple,SubjectCQ,PropertyCQ,ObjectCQ,Theme
0,Shiveluch is part of the Kamchatka Peninsula.,What is part of the Kamchatka Peninsula?,What part of the Kamchatka Peninsula is Shiveluch?,What is Shiveluch part of?,Mountain
0,Côte des Blancs is part of Côte d'Île de France.,What is part of Côte d'Île de France?,What is the Côte des Blancs?,What is Côte des Blancs part of?,Mountain
0,Mount Tomuro is part of 医王山県立自然公園.,What is part of the <unk>?,,,Mountain
0,Provin Mountain is part of Metacomet Ridge.,What mountain is part of Metacomet Ridge?,What part of Metacomet Ridge is Provin Mountain?,What is the name of the ridge that Provin Mountain is part of?,Mountain
0,Hmuifang is part of the Lushai hills.,What is part of the Lushai hills?,What part of the Lushai hills is Hmuifang?,What is Hmuifang part of?,Mountain
0,Orenberg is part of the Upland.,What is part of the Upland?,What part of the Upland is Orenberg?,Orenberg is part of what?,Mountain
0,Ronas Hill is part of Shetland Mainland.,What is the name of the hill that is part of the Shetland Mainland?,What part of Shetland Mainland is Ronas Hill?,What is Ronas Hill part of?,Mountain
0,Tsekone Ridge is part of Tahltan Highland.,What is part of the Tahltan Highland?,What part of Tahltan Highland is Tsekone Ridge?,What is the name of the Highlands that Tsekone Ridge is part of?,Mountain
0,Rodopy Wschodnie is part of the Rhodope Mountains.,What is part of the Rhodope Mountains?,What part of the Rhodope Mountains is Rodopy Wschodnie?,What mountain range is Rodopy Wschodnie a part of?,Mountain
0,Cerro Tamaná is part of Cordillera Occidental.,What is part of Cordillera Occidental?,What is Cerro Tamaná part of?,What is Cerro Tamaná part of?,Mountain
0,Wißberg is part of Rhenish-Hessian Hills.,What is part of the Rhenish-Hessian Hills?,What part of the Rhenish-Hessian Hills is Wißberg?,What is the name of the hill range that Wißberg is part of?,Mountain
0,Mount Iō is part of Kikai Caldera.,What is part of the Kikai Caldera?,,,Mountain
0,Hirbernock is part of the Durreck Group.,What is the name of the company that is part of the Durreck Group?,What is Hirbernock a part of?,What group is Hirbernock a part of?,Mountain
0,Ziegenküppel (Stölzinger Gebirge) is part of the Fulda-Werra Uplands.,What is part of the Fulda-Werra Uplands?,What part of the Fulda-Werra Uplands is Ziegenküppel?,What is Ziegenküppel part of?,Mountain
0,Steinbühl is part of Hahnenkamm (Altmühltal).,What is part of the Hahnenkamm?,What is Steinbühl a part of?,What is Steinbühl a part of?,Mountain
0,Mam Sodhail - Stob Coire Coulavie is in the historic county of Inverness-shire.,What is the name of the historic county of Inverness-shire?,What county is Mam Sodhail - Stob Coire Coulavie located in?,What county is Mam Sodhail - Stob Coire Coulavie located in?,Mountain
0,Stony Cove Pike is in the historic county of Westmorland.,What is the name of the historic road in Westmorland?,What county is Stony Cove Pike located in?,What county is Stony Cove Pike located in?,Mountain
0,Pollagoona Mountain is in the historic county of County Clare.,What mountain is in County Clare?,What county is Pollagoona Mountain located in?,Pollagoona Mountain is in what county?,Mountain
0,Sgùrr a' Choire-bheithe is in the historic county of Inverness-shire.,What is the name of the historic county of Inverness-shire?,What county is Sgùrr a' Choire-bheithe located in?,What county is Sgùrr a' Choire-bheithe located in?,Mountain
0,Stob Coire Sgreamhach is in the historic county of Argyll.,What is the name of the historic county of Argyll?,Stob Coire Sgreamhach is in what county?,Stob Coire Sgreamhach is in what county?,Mountain
0,Knock Fell is in the historic county of Westmorland.,What is the name of the county in Westmorland?,What county is Knock Fell located in?,Knock Fell is in what county?,Mountain
0,Beinn Dearg (884) is in the historic county of Ross-shire.,What is the name of the county in Ross-shire?,What county is Beinn Dearg located in?,What county is Beinn Dearg located in?,Mountain
0,Carn Clonhugh is in the historic county of County Longford.,What is the name of the county in which County Longford is located?,What county is Carn Clonhugh located in?,Carn Clonhugh is in what county?,Mountain
0,Garbh Chioch Mhor - Garbh Chioch Bheag is in the historic county of Inverness-shire.,What is the name of the historic county of Inverness-shire?,What county is Garbh Chioch Mhor located in?,What county is Garbh Chioch Mhor located in?,Mountain
0,Twyford Down is in the historic county of Hampshire.,What is the name of the historic county in Hampshire?,What county is Twyford Down located in?,What county is Twyford Down located in?,Mountain
0,Gearr Aonach is in the historic county of Argyll.,What is the name of the county in Argyll?,What county is Gearr Aonach located in?,What county is Gearr Aonach located in?,Mountain
0,An Caisteal is located in the historic county of Perthshire.,What is the name of the historic county in Perthshire?,What county is Perthshire?,What county is An Caisteal located in?,Mountain
0,Mullach Coire na Gaoitheag is in the historic county of Ross-shire.,What is the name of the historic county of Ross-shire?,What county is Mullach Coire na Gaoitheag located in?,Mullach Coire na Gaoitheag is in what county?,Mountain
0,"Mount Eagle (bukid sa Ireland, Munster, Ciarraí, lat 52,23, long -9,33) is located in the historic county of County Kerry.",What is located in the historic county of County Kerry?,What county is County Kerry?,In what county is Mount Eagle located?,Mountain
0,Stob Ghabhar - Stob a' Bhruaich Leith is in the historic county of Argyll.,What is in the historic county of Argyll?,What county is Stob Ghabhar located in?,What county is Stob Ghabhar located in?,Mountain
0,Sron Eanchainne is in the historic county of Perthshire.,What is the name of the county in Perthshire?,What county is Sron Eanchainne located in?,What county is Sron Eanchainne located in?,Mountain
0,Glas Maol Bach is in the historic county of Angus.,What is the name of the historic county of Angus?,What county is Glas Maol Bach located in?,What county is Glas Maol Bach located in?,Mountain
0,Didnooaivi is a native label.,What is the name of the native label?,What is Didnooaivi?,What is the name of the native label?,Mountain
0,Segltindan is the native label of Bårjjåsa.,What is Segltindan the native label of?,What is Segltindan?,,Mountain
0,Hatten's native label is Gahperaš.,Whose native label is Gahpera<unk>?,,What is Hatten's native name?,Mountain
0,Gaisa's native label is Steinfjellet.,Who is the native name of Steinfjellet?,What is Steinfjellet?,What is Gaisa's native label?,Mountain
0,Storsteinen is a native label.,What is the native label for the German language?,What is Storsteinen?,What is the native label for the German language?,Mountain
0,Cuhppulčohkka is a native label.,What is the name of the native label?,,What is the name of the native label?,Mountain
0,Steinfjellet is a native label of Stuorageađgoaivi.,What is the native label of Stuoragea<unk>goaivi?,,Steinfjellet is a native label of what?,Mountain
0,Tommelfingertoppen is a native label.,What is the name of the native label?,What is Tommelfingertoppen?,What is the name of the native label?,Mountain
0,Linnjavarri is a native label.,What is the name of the native label?,What is Linnjavarri?,What is the name of the native label?,Mountain
0,Pølfjellet is a native label.,What is the name of the native label?,,What is the name of the native label?,Mountain
0,Márkos is a native label of Markusfjellet.,What is the name of the label that Markusfjellet uses?,What is Márkos?,What is the name of the label Márkos?,Mountain
0,Storsteinen is a native label.,What is the native label for the German language?,What is Storsteinen?,What is the native label for the German language?,Mountain
0,Guoccoaivi is a native label.,What is the name of the native label?,What is Guoccoaivi?,What is the name of the native label?,Mountain
0,Jievjarášša is a native label.,What is the native label?,,What is the native label?,Mountain
0,Jorbaskáidi is a native label.,What is the name of the native label?,What is Jorbaskáidi?,What is the name of the native label?,Mountain
0,Knob Mountain is a native label.,What is the native label for the mountain?,What is Knob Mountain?,What is the native label for the mountain?,Mountain
0,Ravnfjellet is a native label of Gáranasskáidi.,What is the native label of Gáranasskáidi?,What is Ravnfjellet?,What is Ravnfjellet a native label of?,Mountain
0,Cerro de la Silla has a topographic prominence of 1100 metres.,What has a topographic prominence of 1100 metres?,What is Cerro de la Silla's elevation?,What is the topographic prominence of Cerro de la Silla?,Mountain
0,Mount Emerson has a topographic prominence of 724 feet.,What mountain has a topographic prominence of 724 feet?,What is Mount Emerson's elevation?,How tall is Mount Emerson?,Mountain
0,Fireweed Mountain has a topographic prominence of 1.023 metres.,What mountain has a topographic prominence of 1.023 metres?,What is the main feature of Fireweed Mountain?,What is the topographic prominence of Fireweed Mountain?,Mountain
0,Anthozoan Mountain has a topographic prominence of 304 metres.,What mountain has a topographic prominence of 304 metres?,What is Anthozoan Mountain's 304 metres?,What is the topographic prominence of Anthozoan Mountain?,Mountain
0,Piz Corbet has a topographic prominence of 672 metres.,What has a topographic prominence of 672 metres?,What is the main feature of Piz Corbet?,What is the topographic prominence of Piz Corbet?,Mountain
0,Koboltstaler Köpfe has a topographic prominence of 68 metres.,What has a topographic prominence of 68 meters?,What is the measure of Koboltstaler Köpfe?,What is the topographic prominence of Koboltstaler Köpfe?,Mountain
0,Barn Bluff has a topographic prominence of 622 metres.,What is the topographic prominence of?,What is Barn Bluff's elevation?,What is Barn Bluff's topographic prominence?,Mountain
0,Thor Peak has a topographic prominence of 348 feet.,What peak has a topographic prominence of 348 feet?,What is Thor Peak's elevation?,How tall is Thor Peak?,Mountain
0,Redoubt Mountain has a topographic prominence of 570 metres.,What mountain has a topographic prominence of 570 metres?,What is Redoubt Mountain's position on the map?,What is the topographic prominence of Redoubt Mountain?,Mountain
0,Piz Radönt has a topographic prominence of 185 metres.,What has a topographic prominence of 185 metres?,What is Piz Radönt's position on the map?,What is Piz Radönt's topographic prominence?,Mountain
0,Gable Mountain has a topographic prominence of 1902 feet.,What mountain has a topographic prominence of 1902 feet?,What is Gable Mountain's elevation?,What is the topographic prominence of Gable Mountain?,Mountain
0,Mount Nukabira has a topographic prominence of 7.9 metres.,What mountain has a topographic prominence of 7.9 metres?,What is the main feature of Mount Nukabira?,What is the topographic prominence of Mount Nukabira?,Mountain
0,Brush Mountain has a topographic prominence of 368 feet.,What mountain has a topographic prominence of 368 feet?,What is Brush Mountain's elevation?,How tall is Brush Mountain?,Mountain
0,Mount Humphreys has a topographic prominence of 2563 feet.,What mountain has a topographic prominence of 2563 feet?,What is the elevation of Mount Humphreys?,What is the topographic prominence of Mount Humphreys?,Mountain
